"1994,1,1,6,8096"
"1994,1,2,7,7772"
"1994,1,3,1,10142"
"1994,1,4,2,11248"
"1994,1,5,3,11053"
"1994,1,6,4,11406"
"1994,1,7,5,11251"
"1994,1,8,6,8653"
